,Target
87749,1
87750,1
87751,0
87752,0
87753,1
87755,0
87756,1
87757,0
87760,0
87761,0
87762,1
87763,0
87766,1
87767,1
87769,1
87770,0
87771,1
87773,0
87777,0
87779,1
87781,1
87782,1
87783,1
87784,1
87785,1
87786,0
87787,1
87789,1
87791,1
87796,0
87799,1
87804,0
87805,0
87806,0
87808,1
87809,1
87811,1
87812,1
87813,1
87814,0
87815,1
87816,0
87820,0
87821,0
87825,1
87826,1
87827,1
87828,1
87830,0
87834,0
87838,1
87841,1
87842,1
87843,1
87845,1
87846,1
87847,0
87848,0
87849,1
87852,0
87853,0
87854,1
87856,1
87857,1
87859,0
87860,1
87862,1
87864,1
87865,1
87867,0
87872,0
87873,0
87875,0
87876,1
87878,1
87881,0
87882,0
87884,1
87886,0
87887,0
87888,1
87890,0
87891,0
87892,1
87894,1
87895,1
87896,0
87897,1
87900,0
87901,0
87902,1
87907,1
87908,1
87909,1
87910,1
87911,0
87912,0
87913,1
87915,1
87917,1
87918,0
87919,1
87920,0
87923,0
87925,0
87928,1
87929,0
87931,1
87932,1
87933,1
87934,1
87935,1
87936,1
87937,1
87942,1
87944,0
87947,0
87949,0
87950,1
87951,0
87953,1
87955,1
87956,0
87958,0
87962,0
87963,0
87965,1
87966,1
87967,1
87970,0
87973,0
87976,1
87980,0
87981,0
87982,0
87985,1
87986,0
87987,1
87990,1
87995,1
87996,1
88001,1
88002,1
88004,1
88005,0
88007,0
88008,0
88010,1
88014,0
88015,1
88018,1
88020,1
88022,1
88023,0
88024,1
88026,1
88030,1
88031,0
88033,1
88038,1
88039,0
88040,0
88041,1
88043,0
88046,1
88049,1
88053,1
88054,1
88055,0
88056,0
88058,1
88060,0
88061,1
88062,0
88063,0
88068,1
88069,1
88072,1
88075,1
88077,0
88084,0
88086,0
88091,1
88092,1
88095,1
88096,0
88099,1
88100,1
88102,1
88103,0
88105,0
88106,1
88108,0
88109,0
88111,0
88112,1
88113,0
88114,1
88115,1
88116,1
88118,1
88121,1
88122,0
88123,1
88124,1
88127,1
88129,1
88130,0
88131,1
88132,1
88133,1
88134,1
88135,0
88137,0
88139,0
88140,1
88142,1
88143,0
88146,1
88149,1
88150,1
88151,0
88157,1
88160,0
88161,1
88163,0
88165,1
88166,0
88168,1
88170,1
88171,1
88172,1
88173,0
88176,1
88179,1
88180,0
88182,0
88184,1
88186,0
88187,0
88188,1
88189,0
88190,1
88193,0
88197,0
88198,1
88199,0
88200,1
88203,0
88204,1
88208,1
88209,1
88211,1
88213,1
88214,0
88216,0
88217,0
88219,0
88224,1
88226,1
88228,0
88229,0
88231,0
88232,1
88234,1
88238,1
88242,0
88244,0
88246,1
88247,0
88252,0
88256,1
88257,1
88259,1
88260,0
88262,1
88264,0
88266,0
88269,1
88270,0
88273,0
88274,0
88276,1
88280,1
88283,1
88284,1
88285,0
88286,1
88288,0
88289,0
88290,1
88294,1
88295,0
88297,0
88301,0
88304,1
88305,0
88307,0
88308,1
88311,0
88312,0
88313,0
88316,1
88321,1
88322,1
88323,1
88326,0
88327,0
88330,0
88331,1
88333,0
88334,0
88338,0
88339,1
88340,1
88341,1
88347,1
88348,1
88350,1
88353,1
88354,1
88357,0
88359,1
88362,1
88363,0
88364,1
88365,1
88370,0
88373,0
88374,0
88376,0
88377,1
88379,0
88380,0
88383,1
88385,1
88386,1
88388,0
88389,1
88390,1
88391,1
88392,1
88393,0
88395,1
88397,1
88398,1
88400,0
88401,0
88402,0
88403,0
88409,1
88413,0
88416,1
88418,1
88421,1
88422,1
88425,1
88426,0
88428,1
88430,1
88434,0
88435,1
88436,1
88437,0
88439,1
88440,1
88442,0
88444,0
88445,1
88450,1
88451,0
88452,1
88454,1
88456,0
88459,0
88461,0
88462,1
88463,0
88464,0
88466,1
88468,1
88471,1
88473,0
88474,1
88475,1
88477,0
88479,1
88480,1
88484,1
88485,1
88487,1
88489,0
88490,0
88491,1
88492,0
88493,1
88496,0
88498,0
88500,1
88501,1
88502,0
88503,1
88505,0
88508,1
88510,1
88512,1
88514,1
88515,0
88517,0
88519,1
88521,0
88522,1
88523,1
88526,0
88527,0
88528,1
88536,0
88537,0
88538,0
88541,1
88543,1
88544,1
88545,1
88546,1
88547,1
88548,1
88554,0
88556,0
88558,1
88560,0
88562,0
88564,1
88565,0
88570,1
88572,1
88573,0
88575,1
88576,0
88578,0
88579,1
88582,1
88583,0
88586,1
88587,1
88592,0
88593,0
88594,1
88595,1
88600,1
88601,1
88602,1
88606,1
88608,0
88610,0
88611,1
88612,1
88613,0
88615,0
88616,0
88619,0
88621,0
88627,0
88628,0
88629,0
88631,1
88633,0
88634,0
88635,1
88636,0
88638,0
88644,0
88646,0
88648,1
88650,1
88651,1
88658,0
88661,1
88662,0
88663,0
88665,1
88666,0
88669,1
88670,0
88671,1
88674,1
88676,1
88678,1
88680,1
88683,1
88684,0
88690,0
88695,0
88699,0
88701,1
88702,1
88703,1
88704,1
88705,1
88706,0
88707,1
88710,1
88711,0
88712,1
88715,0
88719,1
88720,1
88721,1
88723,1
88725,1
88726,1
88727,0
88731,1
88734,1
88735,1
88737,1
88738,0
88739,0
88740,0
88741,0
88742,0
88744,1
88746,0
88750,1
88755,1
88756,0
88757,0
88759,1
88761,0
88762,0
88764,0
88765,1
88769,1
88772,1
88773,1
88775,1
88776,0
88777,0
88778,0
88779,0
88780,0
88782,0
88784,1
88785,1
88788,0
88789,1
88791,1
88792,1
88794,1
88795,0
88797,0
88798,1
88799,0
88800,0
88801,1
88803,1
88807,1
88811,0
88812,0
88813,0
88814,0
88815,0
88816,1
88817,1
88821,1
88824,0
88826,0
88827,1
88829,1
88830,0
88831,1
88832,0
88833,1
88834,1
88840,1
88843,0
88844,0
88846,0
88847,0
88849,0
88850,0
88852,0
88853,0
88855,1
88856,1
88857,1
88858,1
88859,1
88860,1
88862,1
88863,1
88868,0
88870,0
88872,0
88874,0
88876,1
88877,0
88878,0
88880,1
88881,1
88883,0
88884,1
88886,1
88887,1
88889,1
88890,1
88892,1
88893,1
88895,0
88896,1
88897,1
88904,1
88905,0
88906,0
88911,0
88914,0
88915,1
88916,1
88917,0
88918,1
88921,1
88923,1
88924,0
88925,1
88927,0
88929,1
88932,1
88938,0
88939,1
88941,1
88942,0
88944,0
88945,1
88948,0
88951,1
88952,0
88953,0
88954,1
88958,0
88959,1
88960,1
88962,0
88969,1
88970,1
88971,0
88973,0
88976,1
88977,1
88978,0
88980,0
88981,1
88982,1
88983,0
88984,0
88986,0
88987,1
88989,0
88991,0
88992,0
88994,0
88996,1
88999,1
89000,1
89003,1
89004,0
89010,1
89011,0
89012,0
89014,1
89015,0
89019,1
89020,0
89022,1
89023,1
89024,1
89025,1
89026,0
89028,0
89029,1
89030,1
89031,1
89034,1
89036,1
89037,1
89038,0
89041,1
89044,0
89045,0
89046,0
89047,1
89050,1
89051,0
89052,0
89053,0
89054,1
89057,0
89058,1
89059,1
89060,0
89061,0
89062,1
89064,1
89065,0
89067,0
89068,1
89072,1
89073,1
89074,1
89076,1
89077,0
89078,1
89083,0
89084,1
89086,0
89088,0
89090,0
89091,0
89092,1
89095,0
89096,1
89097,1
89100,0
89101,0
89102,0
89105,1
89108,1
89110,1
89111,0
89113,1
89114,0
89115,1
89116,0
89118,0
89119,1
89120,0
89122,1
89123,1
89125,0
89126,1
89127,0
89128,0
89130,1
89132,1
89133,0
89137,1
89139,1
89140,1
89141,0
89143,1
89144,1
89147,1
89151,1
89152,0
89153,0
89155,1
89157,1
89159,0
89161,1
89162,1
89163,0
89166,0
89167,1
89168,1
89169,1
89171,1
89172,1
89173,0
89174,1
89177,1
89178,0
89179,0
89181,1
89183,1
89185,1
89186,1
89188,1
89189,1
89192,0
89193,1
89194,1
89195,0
89197,1
89199,0
89203,0
89205,1
89211,0
89213,1
89214,1
89217,0
89222,0
89223,0
89225,1
89226,1
89227,0
89228,1
89230,1
89231,0
89234,1
89237,0
89238,1
89241,0
89242,1
89246,0
89249,0
89251,0
89252,1
89256,0
89259,0
89262,0
89263,0
89264,1
89265,1
89268,0
89269,1
89272,1
89274,0
89276,1
89279,0
89280,1
89281,1
89282,0
89283,1
89284,1
89285,1
89286,0
89287,1
89288,1
89289,0
89291,1
89292,0
89294,0
89295,1
89297,0
89298,1
89299,0
89300,1
89301,0
89303,1
89304,1
89306,1
89308,1
89315,1
89316,0
89317,1
89319,1
89322,1
89323,1
89324,1
89325,0
89326,1
89330,0
89331,1
89333,1
89335,0
89336,1
89337,1
89341,1
89342,1
89344,1
89345,0
89347,1
89348,0
89350,1
89352,1
89353,0
89354,0
89357,0
89360,1
89362,1
89363,1
89365,0
89366,0
89368,0
89370,1
89372,1
89375,0
89377,0
89378,0
89380,1
89382,0
89384,1
89385,0
89386,1
89387,1
89389,0
89390,1
89392,0
89393,0
89394,0
89395,1
89397,0
89398,1
89399,0
89402,0
89403,1
89405,1
89406,1
89407,1
89409,1
89414,0
89415,1
89420,0
89421,1
89422,0
89423,0
89424,1
89425,1
89428,1
89431,0
89432,1
89438,1
89440,1
89441,1
89442,1
89443,1
89444,1
89452,1
89453,0
89454,1
89456,1
89457,1
89459,1
89461,1
89464,1
89467,1
89470,1
89474,0
89477,0
89478,1
89481,1
89485,0
89486,0
89487,0
89489,1
89490,1
89494,0
89496,1
89497,1
89501,0
89504,1
89506,0
89507,1
89509,1
89511,1
89512,0
89515,0
89520,0
89521,0
89523,0
89524,1
89526,1
89527,0
89533,0
89534,0
89535,0
89539,0
89541,1
89542,1
89543,1
89548,1
89550,0
89554,1
89557,0
89561,0
89564,1
89565,1
89567,0
89568,0
89570,0
89572,1
89573,0
89574,1
89577,0
89578,1
89579,1
89584,1
89586,1
89587,1
89591,1
89592,1
89593,0
89594,0
89598,0
89599,0
89601,1
89603,0
89604,1
89605,1
89606,0
89608,1
89609,1
89611,1
89616,1
89617,1
89618,1
89619,1
89622,0
89627,0
89628,0
89629,1
89631,1
89635,0
89637,0
89638,0
89641,0
89642,1
89644,0
89646,0
89647,0
89649,1
89650,1
89652,1
89653,1
89661,0
89662,0
89663,1
89664,1
89668,0
89671,0
89674,1
89675,1
89679,0
89681,1
89683,1
89684,0
89687,1
89688,1
89692,1
89693,0
89694,1
89696,0
89697,0
89704,0
89706,0
89708,0
89711,0
89714,1
89715,1
89716,0
89717,0
89718,1
89719,1
89721,0
89722,1
89725,1
89726,0
89727,0
89728,0
89731,0
89733,0
89735,1
89738,0
89740,1
89742,1
89744,0
89747,1
89748,1
89754,1
89755,1
89759,1
89761,1
89762,0
89763,1
89764,1
89765,0
89767,0
89768,0
89769,1
89772,1
89773,0
89774,1
89776,1
89777,1
89779,1
89780,1
89782,0
89783,1
89784,1
89786,0
89789,1
89790,1
89791,1
89792,1
89794,0
89796,0
89798,1
89802,0
89808,1
89809,1
89810,1
89811,1
89817,0
89820,0
89821,1
89823,1
89825,0
89826,0
89829,0
89830,1
89831,0
89832,1
89833,1
89834,1
89836,0
89837,1
89838,0
89839,1
89841,1
89842,1
89843,0
89844,1
89845,1
89846,0
89847,0
89848,1
89850,1
89851,0
89854,1
89857,0
89859,1
89860,1
89862,0
89865,1
89867,1
89868,1
89869,1
89871,0
89872,1
89873,1
89875,1
89876,0
89877,1
89879,0
89880,0
89881,0
89884,0
89885,0
89886,1
89887,0
89888,1
89891,0
89894,1
89896,0
89898,1
89901,0
89905,1
89909,0
89910,1
89911,0
89912,1
89915,1
89916,1
89918,0
89919,1
89921,1
89923,1
89925,0
89928,1
89929,1
89930,1
89931,1
89934,0
89936,0
89937,1
89941,0
89943,1
89944,1
89945,1
89946,0
89947,1
89948,1
89951,0
89952,1
89953,0
89955,1
89956,1
89961,1
89962,1
89963,1
89964,1
89966,1
89967,1
89968,1
89972,0
89977,0
89980,1
89986,1
89988,0
89989,0
89991,0
89993,1
89995,1
89996,1
89999,1
90000,0
90003,1
90004,1
90006,1
90007,0
90011,0
90012,1
90015,1
90016,1
90024,1
90027,0
90030,0
90031,1
90033,1
90038,1
90041,1
90042,0
90043,0
90047,0
90048,1
90049,0
90050,1
90052,0
90053,1
90056,0
90058,1
90062,1
90063,1
90065,1
90068,0
90069,0
90071,0
90072,1
90073,1
90075,1
90076,0
90077,1
90079,1
90081,1
90082,0
90083,1
90087,1
90090,1
90093,1
90094,0
90095,0
90096,1
90101,1
90102,1
90103,1
90104,1
90105,1
90106,1
90108,1
90110,1
90114,0
90117,0
90119,1
90122,1
90125,1
90126,0
90128,0
90129,1
90130,1
90133,1
90137,1
90139,1
90141,0
90142,1
90143,1
90144,0
90146,1
90148,1
90151,0
90152,1
90153,1
90155,1
90156,0
90158,1
90159,0
90161,1
90163,1
90165,1
90167,1
90168,1
90170,1
90171,1
90173,0
90175,0
90177,0
90179,1
90181,0
90182,0
90185,1
90187,0
90188,0
90191,1
90195,0
90196,0
90202,0
90204,1
90207,1
90210,1
90211,1
90213,1
90216,1
90219,1
90221,0
90222,0
90223,1
90224,1
90225,0
90226,0
90227,0
90232,0
90234,0
90236,0
90237,0
90239,1
90243,1
90245,0
90247,0
90248,1
90249,0
90250,1
90252,0
90253,1
90254,1
90257,1
90261,1
90266,0
90268,0
90272,0
90273,0
90275,1
90276,1
90277,0
90278,0
90279,0
90280,0
90281,1
90283,0
90286,1
90287,1
90289,0
90291,1
90294,0
90296,1
90302,0
90303,0
90304,1
90306,1
90308,0
90309,1
90312,1
90313,0
90314,0
90317,0
90319,1
90320,0
90322,0
90324,0
90325,1
90328,0
90329,0
90330,1
90331,1
90332,0
90333,0
90334,1
90335,0
90338,1
90339,1
90340,0
90341,0
90342,0
90344,1
90347,0
90348,1
90349,1
90350,1
90351,0
90353,1
90354,1
90355,1
90356,0
90357,1
90359,1
90360,1
90361,0
90362,1
90364,0
90365,1
90366,0
90372,1
90375,1
90376,0
90377,1
90379,1
90380,1
90384,1
90386,0
90387,1
90389,0
90390,1
90392,1
90394,0
90397,1
90399,1
90400,1
90401,0
90404,1
90408,0
90410,1
90411,0
90412,0
90413,1
90414,0
90415,1
90425,0
90426,1
90427,1
90428,0
90430,1
90432,0
90434,0
90435,1
90436,1
90442,0
90444,1
90445,1
90449,0
90450,0
90451,1
90456,1
90458,1
90459,1
90460,1
90461,0
90462,0
90464,1
90465,1
90466,1
90467,1
90468,0
90470,0
90472,0
90477,0
90480,1
90483,0
90485,1
90486,0
90487,0
90488,1
90490,1
90492,1
90495,1
90496,1
90497,0
90498,1
90499,1
90500,0
90501,0
90504,0
90505,1
90506,1
90507,0
90510,1
90513,1
90514,0
90517,1
90519,1
90520,0
90525,0
90526,1
90531,0
90532,0
90533,1
90536,0
90537,0
90539,0
90540,0
90541,1
90546,1
90547,1
90548,1
90549,1
90552,0
90554,0
90556,1
90558,1
90559,1
90560,1
90562,1
90563,0
90566,1
90567,0
90569,1
90570,1
90574,1
90575,0
90576,1
90577,1
90578,0
90579,1
90581,0
90582,0
90583,1
90585,0
90589,1
90590,1
90591,0
90592,0
90593,0
90594,1
90597,0
90598,0
90599,0
90600,0
90601,1
90602,1
90603,0
90604,0
90605,1
90609,0
90611,1
90615,0
90616,0
90618,0
90620,1
90621,1
90622,0
90623,0
90624,1
90626,0
90627,1
90629,0
90630,0
90631,1
90633,1
90634,1
90635,1
90638,1
90642,1
90643,0
90644,1
90645,1
90646,0
90647,1
90648,1
90650,1
90651,1
90653,0
90656,1
90657,0
90658,1
90660,1
90661,1
90662,1
90664,1
90666,1
90667,1
90669,1
90671,1
90675,1
90676,1
90678,1
90679,1
90681,0
90683,1
90684,1
90686,1
90687,0
90688,1
90690,0
90691,1
90692,1
90693,0
90694,1
90697,0
90699,1
90700,1
90704,1
90705,1
90707,0
90708,0
90710,1
90713,1
90716,1
90717,0
90718,0
90719,1
90720,0
90721,1
90723,1
90724,1
90725,0
90726,0
90728,1
90731,1
90732,1
90733,1
90734,1
90735,1
90736,1
90738,0
90739,1
90740,1
90741,0
90743,0
90744,1
90746,0
90747,1
90748,1
90750,0
90751,1
90753,1
90755,0
90756,1
90759,1
90760,1
90761,0
90762,1
90763,0
90764,1
90765,0
90766,1
90768,0
90769,0
90770,1
90772,0
90773,0
90774,0
90778,1
90779,0
90780,1
90783,1
90784,0
90785,1
90786,0
90787,1
90788,1
90789,1
90791,0
90792,0
90796,1
90798,0
90800,0
90802,1
90807,0
90809,1
90810,1
90811,1
90812,1
90813,0
90815,1
90816,0
90817,1
90819,0
90820,1
90825,0
90826,1
90829,0
90833,0
90834,1
90835,1
90836,0
90840,1
90841,0
90842,0
90847,1
90848,1
90852,1
90854,1
90856,1
90857,0
90858,1
90859,0
90860,0
90861,1
90863,1
90868,1
90869,1
90870,0
90871,0
90873,1
90874,1
90875,1
90877,1
90879,1
90881,1
90882,1
90884,0
90885,0
90888,1
90889,0
90890,1
90893,0
90896,1
90897,0
90898,1
90900,1
90902,0
90904,0
90905,1
90908,0
90911,1
90912,0
90913,1
90917,1
90919,1
90920,1
90921,0
90922,0
90925,1
90926,1
90928,1
90929,1
90930,0
90932,1
90934,0
90935,0
90936,0
90937,1
90939,1
90942,0
90944,0
90947,0
90950,1
90951,1
90953,1
90956,1
90957,0
90959,1
90962,0
90965,1
90966,1
90967,0
90973,1
90974,1
90975,1
90976,0
90978,1
90979,0
90980,0
90983,1
90984,1
90985,1
90986,1
90987,1
90990,1
90992,0
90993,0
90994,0
90995,0
90998,1
91002,0
91003,0
91004,1
91005,0
91006,1
91007,1
91008,1
91011,1
91012,0
91015,1
91016,1
91017,0
91018,0
91022,0
91023,1
91025,0
91028,1
91029,1
91030,1
91031,0
91032,1
91033,0
91037,0
91038,1
91039,1
91041,0
91043,1
91046,1
91048,1
91049,1
91050,0
91051,1
91052,0
91054,0
91057,1
91058,0
91059,1
91060,0
91061,1
91062,1
91066,1
91071,0
91072,0
91073,0
91075,0
91077,1
91078,0
91079,0
91080,0
91081,0
91083,0
91085,1
91086,0
91087,0
91090,1
91092,1
91093,1
91094,0
91097,0
91098,1
91101,1
91102,1
91104,1
91107,0
91108,1
91109,0
91111,0
91112,0
91113,1
91114,0
91115,0
91116,1
91117,1
91118,1
91121,0
91122,1
91123,1
91126,1
91128,0
91129,0
91131,0
91132,0
91133,1
91134,1
91141,1
91143,1
91144,1
91145,1
91146,0
91147,0
91150,0
91151,1
91153,0
91154,0
91155,0
91156,1
91157,1
91158,1
91161,1
91162,0
91163,0
91164,1
91165,0
91166,1
91171,0
91172,0
91173,1
91174,0
91175,1
91176,1
91177,0
91178,1
91179,0
91185,0
91187,1
91188,0
91191,1
91193,1
91195,1
91196,1
91197,0
91198,0
91200,1
91202,1
91206,1
91207,0
91208,1
91211,1
91213,1
91214,1
91215,1
91216,0
91217,1
91218,1
91219,1
91221,0
91222,0
91223,1
91224,1
91225,0
91227,1
91229,1
91230,1
91232,1
91233,0
91234,1
91235,0
91238,1
91242,1
91246,0
91248,0
91249,0
91250,0
91252,1
91253,0
91254,1
91255,1
91257,0
91258,0
91261,0
91264,0
91266,0
91267,1
91272,1
91273,1
91274,1
91275,1
91276,0
91277,1
91279,1
91280,0
91281,0
91282,0
91285,0
91286,0
91287,1
91288,1
91289,1
91291,0
91292,1
91293,0
91300,1
91303,0
91304,1
91309,1
91310,1
91311,0
91312,1
91313,1
91314,0
91318,1
91320,1
91323,1
91324,1
91325,1
91326,1
91328,0
91329,1
91331,0
91332,0
91333,0
91334,1
91338,1
91340,0
91342,1
91343,0
91345,0
91347,1
91349,0
91350,1
91351,0
91353,0
91355,1
91356,1
91357,0
91358,0
91359,0
91360,0
91361,1
91363,1
91364,1
91365,0
91366,1
91367,1
91368,1
91370,1
91371,0
91372,1
91374,0
91379,0
91381,1
91383,0
91386,0
91387,0
91388,0
91389,1
91390,1
91391,1
91392,0
91393,1
91397,1
91402,0
91403,1
91404,1
91405,1
91406,0
91407,0
91409,0
91412,1
91413,1
91418,1
91422,1
91423,1
91424,1
91425,0
91426,0
91427,1
91431,1
91435,0
91437,0
91439,0
91440,0
91441,0
91442,1
91443,0
91444,1
91445,0
91447,1
91448,1
91449,1
91450,1
91452,0
91453,1
91454,0
91455,1
91458,0
91460,0
91461,0
91462,0
91464,1
91465,0
91467,1
91468,1
91469,1
91471,1
91473,0
91474,1
91475,1
91476,0
91477,1
91478,0
91479,1
91480,1
91483,1
91486,0
91487,0
91488,0
91490,1
91491,1
91492,0
91494,1
91495,0
91496,0
91498,1
91499,1
91501,1
91503,1
91504,0
91514,0
91515,1
91516,0
91518,1
91519,0
91521,0
91524,0
91525,0
91526,1
91527,0
91528,1
91531,0
91533,0
91534,0
91535,1
91536,1
91537,1
91538,0
91545,0
91546,1
91547,0
91548,1
91549,1
91554,0
91555,1
91557,1
91558,0
91559,1
91562,1
91563,1
91564,1
91565,1
91566,0
91567,1
91568,1
91574,0
91575,0
91578,1
91579,1
91582,0
91583,1
91584,1
91585,0
91586,1
91587,0
91589,0
91591,0
91592,1
91596,1
91597,1
91599,0
91600,0
91601,1
91602,1
91603,1
91604,1
91605,0
91606,0
91609,1
91610,1
91611,1
91612,1
91614,1
91616,1
91617,1
91618,1
91619,1
91620,0
91621,1
91622,0
91623,0
91626,1
91627,0
91629,0
91630,1
91631,0
91632,1
91633,0
91634,0
91640,1
91642,1
91647,1
91649,1
91651,1
91653,1
91654,0
91655,0
91657,1
91659,1
91665,0
91666,1
91667,1
91669,1
91670,0
91671,0
91673,1
91675,1
91676,0
91677,1
91678,1
91679,1
91681,0
91684,1
91685,0
91687,0
91688,1
91690,1
91692,1
91693,0
91694,1
91697,1
91698,1
91700,1
91702,0
91703,1
91704,0
91705,0
91708,0
91709,1
91710,0
91712,1
91714,0
91715,1
91717,0
91718,0
91719,1
91720,0
91721,1
91722,0
91723,0
91724,1
91726,0
91728,1
91729,0
91730,1
91731,1
91735,0
91737,1
91739,1
91741,1
91742,1
91743,0
91746,1
91747,0
91748,0
91749,1
91752,0
91754,0
91758,1
91762,0
91763,1
91764,0
91767,1
91768,0
91769,1
91770,0
91771,1
91772,0
91775,1
91776,1
91777,0
91779,0
91780,0
91781,0
91782,0
91785,0
91787,1
91792,1
91795,0
91796,1
91798,0
91799,0
91801,0
91803,0
91805,0
91808,0
91809,0
91811,1
91813,1
91814,0
91815,0
91816,1
91817,0
91822,0
91823,0
91824,0
91825,1
91826,0
91827,1
91828,1
91830,1
91831,1
91832,1
91834,0
91838,0
91839,0
91841,0
91842,0
91843,1
91846,0
91849,1
91851,1
91852,1
91853,1
91854,1
91858,0
91859,0
91860,0
91861,1
91862,0
91865,1
91866,0
91867,0
91868,1
91869,0
91870,0
91872,1
91873,1
91876,0
91878,1
91880,1
91882,1
91883,1
91887,1
91890,0
91892,1
91893,1
91897,1
91898,1
91899,1
91900,1
91901,0
91903,0
91904,1
91906,0
91907,1
91909,0
91911,0
91912,0
91914,0
91916,0
91918,1
91919,1
91920,1
91921,0
91922,1
91923,1
91924,0
91926,1
91927,1
91928,1
91929,0
91930,1
91931,1
91934,1
91935,1
91936,1
91937,1
91941,0
91942,1
91943,0
91944,1
91945,0
91947,0
91950,0
91951,0
91953,1
91955,1
91956,1
91961,0
91963,0
91964,1
91965,0
91966,0
91967,0
91969,1
91971,0
91972,0
91973,0
91974,0
91975,1
91977,1
91978,1
91979,1
91982,0
91983,0
91984,0
91988,0
91989,1
91990,0
91993,1
91994,1
91996,1
91999,1
92001,1
92002,1
92003,0
92004,1
92005,1
92006,1
92007,1
92009,1
92010,1
92012,1
92013,1
92014,0
92016,1
92017,1
92022,1
92023,0
92025,0
92026,0
92027,1
92029,0
92030,0
92033,0
92034,0
92036,0
92037,0
92039,0
92042,1
92043,1
92045,1
92047,0
92051,0
92052,1
92053,0
92054,1
92055,0
92066,1
92067,0
92068,1
92070,1
92071,1
92072,0
92075,0
92076,1
92077,1
92080,1
92081,1
92084,1
92086,1
92088,1
92091,1
92094,1
92095,1
92099,1
92100,0
92101,1
92103,1
92104,0
92105,1
92106,0
92107,0
92108,1
92109,0
92110,0
92115,1
92117,1
92119,0
92122,0
92124,1
92126,1
92127,0
92128,0
92129,0
92130,0
92131,1
92133,1
92134,1
92135,1
92136,0
92140,1
92141,0
92144,1
92145,1
92146,1
92147,1
92149,0
92150,1
92151,1
92152,0
92154,1
92156,0
92157,1
92160,0
92161,0
92162,0
92164,1
92165,0
92166,1
92167,0
92169,0
92170,1
92171,1
92173,1
92174,1
92175,0
92176,1
92177,0
92178,1
92180,0
92184,0
92185,0
92186,1
92188,1
92189,1
92191,1
92195,0
92196,0
92197,0
92202,1
92203,1
92204,1
92206,1
92208,1
92210,0
92211,0
92213,1
92214,1
92216,0
92222,1
92223,0
92224,1
92226,0
92231,0
92232,0
92233,0
92237,1
92238,0
92240,1
92241,1
92243,0
92244,1
92245,1
92246,1
92247,0
92248,0
92249,0
92250,0
92253,1
92254,1
92256,1
92257,1
92258,1
92259,0
92262,0
92263,1
92266,1
92269,0
92271,0
92273,0
92274,1
92275,1
92277,0
92284,0
92286,1
92289,1
92290,0
92291,0
92292,0
92293,0
92294,1
92295,0
92298,1
92300,0
92302,1
92303,1
92304,1
92305,0
92306,0
92309,0
92310,1
92311,1
92312,0
92313,1
92314,0
92317,0
92322,1
92324,0
92325,0
92326,1
92327,0
92328,1
92329,0
92333,0
92335,0
92337,0
92338,1
92339,1
92340,1
92342,0
92343,0
92345,1
92346,1
92348,1
92350,0
92351,1
92352,1
92353,1
92354,0
92355,0
92359,0
92362,1
92363,1
92364,0
92366,1
92367,1
92369,0
92370,1
92372,0
92373,0
92375,0
92379,0
92380,1
92384,1
92386,0
92388,0
92389,1
92390,0
92391,0
92392,1
92393,1
92394,0
92395,1
92396,0
92398,1
92399,1
92400,0
92402,1
92405,1
92406,1
92408,1
92410,1
92411,1
92412,0
92413,1
92414,0
92416,1
92417,1
92419,0
92422,0
92423,0
92424,1
92425,1
92427,0
92429,1
92431,1
92433,0
92434,1
92438,0
92439,1
92442,1
92444,0
92446,1
92450,1
92451,0
92452,1
92453,0
92456,0
92457,1
92459,0
92460,1
92461,1
92462,0
92463,0
92464,1
92465,1
92466,0
92467,1
92468,1
92470,1
92471,1
92472,1
92475,1
92476,0
92477,1
92478,1
92479,1
92481,0
92482,0
92484,0
92485,0
92486,1
92487,0
92488,1
92489,0
92490,1
92491,0
92492,1
92493,0
92496,1
92497,1
92499,0
92501,0
92502,1
92503,0
92507,0
92509,0
92510,0
92511,1
92513,1
92514,1
92515,1
92517,1
92521,1
92523,1
92525,1
92528,1
92532,1
92534,0
92535,0
92537,1
92538,1
92542,1
92544,1
92545,0
92548,1
92549,1
92550,0
92551,1
92553,1
92554,0
92555,0
92556,1
92558,1
92560,0
92562,0
92565,1
92566,1
92568,1
92569,0
92570,0
92571,0
92572,1
92574,1
92575,0
92577,0
92579,0
92580,1
92581,1
92583,0
92585,0
92586,1
92587,1
92589,0
92590,1
92594,1
92596,0
92597,1
92600,0
92602,1
92604,0
92607,1
92610,0
92611,0
92612,1
92613,1
92614,0
92616,1
92617,0
92621,0
92622,0
92623,0
92625,1
92627,0
92631,1
92632,1
92633,0
92634,0
92635,1
92636,1
92638,0
92640,1
92642,1
92643,1
92646,1
92648,0
92650,1
92651,1
92652,1
92656,0
92658,0
92664,0
92665,1
92667,1
92669,0
92670,1
92671,0
92674,0
92675,0
92676,0
92677,1
92679,1
92680,1
92681,1
92687,1
92690,0
92691,1
92692,0
92693,0
92694,0
92695,1
92696,0
92698,0
92699,0
92700,0
92701,1
92702,1
92706,1
92707,0
92709,1
92711,1
92712,1
92713,1
92717,1
92722,1
92723,0
92724,0
92725,1
92727,1
92729,1
92730,0
92731,1
92736,0
92737,0
92738,1
92739,1
92740,0
92742,0
92745,0
92746,0
92747,1
92748,0
92749,0
92750,1
92752,1
92755,0
92758,1
92759,0
92760,1
92762,1
